metabolite,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi
ametam,S-Adenosylmethioninamine,HMDB00988,C01137,439415,,
amob,S-Adenosyl-4-methylthio-2-oxobutanoate,,,,,
amopbut_L,2-Amino-3-oxo-4-phosphonooxybutyrate,,C07335,,"InChI=1S/C4H8NO7P/c5-3(4(7)8)2(6)1-12-13(9,10)11/h3H,1,5H2,(H,7,8)(H2,9,10,11)/p-2/t3-/m0/s1",
amp,AMP,HMDB00045,C00020,6083,,
anth,anthranilate,HMDB01123,C00108,227,"InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)/p-1",
apoACP,apoprotein [acyl carrier protein],,,,,
apoC_Lys_btn,Holocarboxylase (biotin covalent bound to Lys residue of apoC),,,,,
aps,5-adenylyl sulfate(2-),HMDB01003,C00224,10238,,
ara5p,D-Arabinose 5-phosphate,,,,,
arg_L,L-argininium(1+),HMDB00517,C00062,6322,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/p+1/t4-/m0/s1",
argsuc,N(omega)-(L-Arginino)succinate,HMDB00052,C03406,16950,,
asn_L,L-asparagine,HMDB00168,C00152,6267,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",
aso3,arsenite,,,,,
aso4,arsenate,,,,,
asp_L,L-aspartate(1-),HMDB00191,C00049,5960,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",
aspsa,L-Aspartate 4-semialdehyde,,,,,
atp,ATP,HMDB00538,C00002,5957,,
biomass,Produced biomass,,,,,
btamp,Biotinyl-5-AMP,HMDB04220,C05921,5326875,,
btn,Biotin,HMDB00030,C00120,171548,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/p-1/t6-,7-,9-/m0/s1",
btn_co2,Carboxybiotin-carboxyl-carrier protein,,,,,
but2eACP,But-2-enoyl-[acyl-carrier protein],,,,,
butACP,Butyryl-ACP (n-C4:0ACP),,,,,
bz,benzoate,HMDB01870,C00180,,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)/p-1",
bzam,Benzamide,,,,,
ca2,calcium(2+),HMDB00464,C00076,,InChI=1S/Ca/q+2,
cbasp,N-Carbamoyl-L-aspartate,HMDB00828,C00438,93072,"InChI=1S/C5H8N2O5/c6-5(12)7-2(4(10)11)1-3(8)9/h2H,1H2,(H,8,9)(H,10,11)(H3,6,7,12)/p-2/t2-/m0/s1",
cbi,Cobinamide,,,,,
cbp,Carbamoyl phosphate,HMDB01096,C00169,278,"InChI=1S/CH4NO5P/c2-1(3)7-8(4,5)6/h(H2,2,3)(H2,4,5,6)/p-2",
cd2,Cadmium,,,,,
cdp,CDP,HMDB01546,C00112,6132,,
cdpdaihpdecg,"CDP-1,2-dianteisoheptadecanoylglycerol (14-methyl-hexadecanoyl, anteiso-C17)",,,,,
cdpdaipdecg,"CDP-1,2-dianteisopentadecanoylglycerol (12-methyl-tetradecanoyl, anteiso-C15)",,,,,
cdpdddecg,"CDP-1,2-didodecanoylglycerol",,,,,
cdpdhdec9eg,"CDP-1,2-dihexadec-9-enoylglycerol",,,,,
cdpdhdecg,"CDP-1,2-dihexadecanoylglycerol",,,,,
cdpdihdecg,"CDP-1,2-diisohexadecanoylglycerol (14-methyl-pentadecanoyl, iso-C16)",,,,,
cdpdihpdecg,"CDP-1,2-diisoheptadecanoylglycerol (15-methyl-hexadecanoyl, iso-C17)",,,,,
cdpdipdecg,"CDP-1,2-diisopentadecanoylglycerol (13-methyl-tetradecanoyl, iso-C15)",,,,,
cdpditdecg,"CDP-1,2-diisotetradecanoylglycerol (12-methyl-tridecanoyl, iso-C14)",,,,,
cdpdodec11eg,"CDP-1,2-dioctadec-11-enoylglycerol",,,,,
cdpdodecg,"CDP-1,2-dioctadecanoylglycerol",,,,,
cdpdtdec7eg,"CDP-1,2-ditetradec-7-enoylglycerol",,,,,
cdpdtdecg,"CDP-1,2-ditetradecanoylglycerol",,,,,
cdpglc,CDPglucose,,C00501,,,
cgly,L-cysteinylglycine,HMDB00078,C01419,439498,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1",
chor,chorismate,,,,,
cit,Citrate,HMDB00094,C00158,311,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",
citr_L,L-citrulline,HMDB00904,C00327,9750,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",
ckdo,CMP-3-deoxy-D-manno-octulosonate,,,,,
cl,Chloride,HMDB00492,C00698,312,InChI=1S/ClH/h1H/p-1,
clpn180,"cardiolipin (tetraoctadecanoyl, n-C18:0)",,,,,
clpnai17,"cardiolipin (14-methyl-hexadecanoyl, anteiso-C17)",,,,,
clpni17,"cardiolipin (15-methyl-hexadecanoyl, iso-C17)",,,,,
cmp,CMP,HMDB00095,C00055,6131,,
co2,carbon dioxide,HMDB01967,C00011,280,InChI=1S/CO2/c2-1-3,
coa,Coenzyme A,HMDB01423,C00010,6816,,
cobalt2,Co2+,,,,,
colipa,core oligosaccharide lipid A,,,,,
cpppg1,Coproporphyrinogen I,HMDB02158,C05768,440776,,
cpppg3,Coproporphyrinogen III,HMDB01261,C03263,321,,
ctp,CTP,HMDB00082,C00063,6176,,
cu2,Cu2+,,,,,
cys_L,L-cysteine,HMDB00574,C00097,5862,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",
cyst_L,L-cystathionine,HMDB00099,C02291,439258,"InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1",
cytd,Cytidine,HMDB00089,C00475,6175,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",
dad_2,2-deoxyadenosine,HMDB00101,C00559,13730,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1",
dad_5,5-Deoxyadenosine,,C05198,,,
dadp,dADP,HMDB01508,C00206,188966,,
damp,dAMP(2-),HMDB00905,C00360,12599,,
dann,"7,8-Diaminononanoate",,,,,
datp,dATP,HMDB01532,C00131,15993,,
db4p,"3,4-dihydroxy-2-butanone 4-phosphate",,,,,
dcaACP,Decanoyl-ACP (n-C10:0ACP),,,,,
dcamp,"N6-(1,2-Dicarboxyethyl)-AMP",HMDB00536,C03794,447145,,
dcdp,dCDP,HMDB01245,C00705,150855,,
dctp,dCTP,HMDB00998,C00458,65091,,
ddcaACP,Dodecanoyl-ACP (n-C12:0ACP),,,,,
ddca,laurate,HMDB00638,C02679,3893,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)/p-1",
dgdp,dGDP,HMDB00960,C00361,439220,,
dgmp,dGMP,HMDB01044,C00362,65059,,
dgsn,Deoxyguanosine,HMDB00085,C00330,187790,"InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1",
dgtp,dGTP,HMDB01440,C00286,65103,,
dhap,Dihydroxyacetone phosphate,HMDB01473,C00111,668,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)/p-2",
dhbpt,"6,7-dihydrobiopterin",HMDB00038,C02953,1879,"InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,15-16H,2H2,1H3,(H3,10,11,13,14,17)",
dhf,"7,8-Dihydrofolate",HMDB01056,C00415,98792,,
dhna,"1,4-Dihydroxy-2-naphthoate",,,,,
dhnpt,Dihydroneopterin,,,,,
dhor_S,(S)-dihydroorotate,HMDB03349,C00337,,"InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)/p-1/t2-/m0/s1",
dhpt,Dihydropteroate,,,,,
dhptd,"4,5-dihydroxy-2,3-pentanedione",,,,,
dmbzid,"5,6-Dimethylbenzimidazole",,,,,
dmlz,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",,,,,
dmphqno,Demethylphylloquinone,,,,,
dmpp,Dimethylallyl diphosphate,HMDB01120,C00235,647,"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3H,4H2,1-2H3,(H,9,10)(H2,6,7,8)/p-3",
dms,Dimethyl sulfide,,,,,
dmso,Dimethyl sulfoxide,,,,,
dnad,Deamino-NAD+,HMDB01179,C00857,165491,,
dnarep,DNA replication,,,,,
dpcoa,Dephospho-CoA,HMDB01373,C00882,444485,,
dscl,dihydrosirohydrochlorin,,,,,
dtbt,Dethiobiotin,,,,,
dtdp4d6dg,dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-),HMDB01399,C11907,439292,,
dtdp4d6dm,dTDP-4-dehydro-6-deoxy-L-mannose(2-),HMDB01399,C00688,439293,,
dtdp,dTDP,HMDB01274,C00363,164628,,
dtdpglu,dTDP-glucose(2-),HMDB01328,C00842,443210,,
dtdprmn,dTDP-L-rhamnose,HMDB06354,C03319,439975,,
dtmp,dTMP,HMDB01227,C00364,9700,,
dttp,dTTP,HMDB01342,C00459,64968,,
dudp,dUDP,HMDB01000,C01346,145729,,
dump,dUMP,HMDB01409,C00365,65063,,
duri,Deoxyuridine,HMDB00012,C00526,13712,"InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1",
dutp,dUTP,HMDB01191,C00460,65070,,
dxyl5p,1-deoxy-D-xylulose 5-phosphate,,,,,
e4hglu,erythro-4-hydroxy-L-glutamate(1-),HMDB02273,C05947,440854,"InChI=1S/C5H9NO5/c6-2(4(8)9)1-3(7)5(10)11/h2-3,7H,1,6H2,(H,8,9)(H,10,11)/p-1/t2-,3+/m0/s1",
e4p,D-Erythrose 4-phosphate,HMDB01321,C00279,122357,"InChI=1S/C4H9O7P/c5-1-3(6)4(7)2-11-12(8,9)10/h1,3-4,6-7H,2H2,(H2,8,9,10)/p-2/t3-,4+/m0/s1",
eig3p,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate,,,,,
etoh,ethanol,HMDB00108,C00469,702,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",
f1p,D-Fructose 1-phosphate,HMDB01076,C01094,10400369,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h3,5-8,10-11H,1-2H2,(H2,12,13,14)/t3-,5-,6-/m1/s1",
f6p,D-Fructose 6-phosphate,HMDB00124,C00085,69507,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/p-2/t4-,5-,6-/m1/s1",
fa11,Fatty acid (Iso-C17:0),,,,,
fa12,Fatty acid (Anteiso-C17:0),,,,,
fa1,Fatty acid (Iso-C14:0),,,,,
fa3,Fatty acid (Iso-C15:0),,,,,
fa4,Fatty acid (Anteiso-C15:0),,,,,
fa6,Fatty acid (iso-C16:0),,,,,
fad,Flavin adenine dinucleotide oxidized,HMDB01248,C00016,643975,,
fadh2,Flavin adenine dinucleotide reduced,HMDB01197,C01352,446013,,
fdp,"D-Fructose 1,6-bisphosphate",HMDB01058,C00354,172313,,
fdxox,Oxidized ferredoxin,,C00139,,,
fdxrd,Reduced ferredoxin,,C00138,,,
fe2,Fe2+,HMDB00692,C14818,27284,InChI=1S/Fe/q+2,
fe3,Fe3+,HMDB12943,C14819,29936,InChI=1S/Fe/q+3,
fgam,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,HMDB01308,C04376,130805,,
ficytC,Ferricytochrome c,,,,,
fmn,FMN,HMDB01520,C00061,643976,,
focytC,Ferrocytochrome C,,,,,
fol,Folate,HMDB00121,C00504,6037,,
for,Formate,HMDB00142,C00058,284,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1",
fpram,2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine,HMDB00999,C04640,,,
fprica,5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide,HMDB01439,C04734,166760,,
frdp,Farnesyl diphosphate,HMDB00961,C00448,445713,,
fum,Fumarate,HMDB00134,C00122,444972,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",
g1p,D-Glucose 1-phosphate,HMDB01586,C00103,65533,"InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4+,5-,6-/m1/s1",
g3p,Glyceraldehyde 3-phosphate,HMDB01112,C00661,729,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/p-2",
g6p,D-Glucose 6-phosphate,HMDB01401,C00092,5958,,
g6p_B,beta-D-glucose 6-phosphate,,C01172,,,
gagicolipa,galactosyl-glucosyl-inner core oligosaccharide lipid A,,,,,
gam1p,D-Glucosamine 1-phosphate,,,,,
gam6p,D-Glucosamine 6-phosphate,HMDB01254,C00352,121988,,
gar,N1-(5-Phospho-D-ribosyl)glycinamide,HMDB02022,C03838,160913,,
gcald,glycolaldehyde,HMDB03344,C00266,756,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",
gdp,GDP,HMDB01201,C00035,8977,,
gdptp,Guanosine 3-diphosphate 5-triphosphate,,,,,
ggagicolipa,glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,,,,,
ggdp,"2-trans,6-trans,10-trans-geranylgeranyl diphosphate(3-)",HMDB04486,C00353,735,,
gggagicolipa,glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,,,,,
gicolipa,glucosyl-inner core oligosaccharide lipid A,,,,,
glcn,D-gluconate,HMDB00625,C00257,10690,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/p-1/t2-,3-,4+,5-/m1/s1",
gln_L,L-glutamine,HMDB00641,C00064,5961,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",
glu1sa,L-Glutamate 1-semialdehyde,,,,,
glu5p,L-Glutamate 5-phosphate,HMDB01228,C03287,193475,"InChI=1S/C5H10NO7P/c6-3(5(8)9)1-2-4(7)13-14(10,11)12/h3H,1-2,6H2,(H,8,9)(H2,10,11,12)/p-2/t3-/m0/s1",
glu5sa,L-Glutamate 5-semialdehyde,HMDB02104,C01165,193305,"InChI=1S/C5H9NO3/c6-4(5(8)9)2-1-3-7/h3-4H,1-2,6H2,(H,8,9)/t4-/m0/s1",
glu_D,D-Glutamate,,,,,
glu_L,L-glutamate(1-),HMDB00148,C00025,33032,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",
glutrna,L-Glutamyl-tRNA(Glu),,,,,
glx,glyoxylate,HMDB00119,C00048,760,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)/p-1",
gly,Glycine,HMDB00123,C00037,750,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",
glyald,D-Glyceraldehyde,HMDB01051,C02154,79014,"InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2/t3-/m0/s1",
glyasn,Glycyl-L-asparagine,,,,,
glyasp,Glycyl-L-aspartate,,,,,
glyc3p,Glycerol 3-phosphate,HMDB00126,C00093,439162,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",
glyc,Glycerol,HMDB00131,C00116,753,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",
glyc_R,D-glycerate,HMDB00139,C00258,439194,"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)/p-1/t2-/m1/s1",
glyclt,glycolate,HMDB00115,C00160,757,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)/p-1",
glycys,Gly-Cys,,,,,
glygln,Glycyl-L-glutamine,,,,,
glyglu,Glycyl-L-glutamate,,,,,
glyleu,Glycylleucine,HMDB00759,C02155,92843,,
glymet,Glycyl-L-methionine,,,,,
glyphe,Glycylphenylalanine,,,97415,,
glypro,Glycylproline,HMDB00721,,79101,,
glytyr,Glycyl-L-tyrosine,,,,,
gmhep17bp,"D-Glycero-D-manno-heptose 1,7-bisphosphate",,,,,
gmhep1p,D-Glycero-D-manno-heptose 1-phosphate,,,,,
gmhep7p,D-Glycero-D-manno-heptose 7-phosphate,,,,,
gmp,GMP,HMDB01397,C00144,6804,,
grdp,Geranyl diphosphate,HMDB01285,C00341,445995,"InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/p-3/b10-7+",
gsn,Guanosine,HMDB00133,C00387,6802,,
gthrd,Reduced glutathione,HMDB00125,C00051,124886,,
gtp,GTP,HMDB01273,C00044,6830,,
gua,Guanine,HMDB00132,C00242,764,"InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)",
h2,Hydrogen,HMDB01362,C00282,783,InChI=1S/H2/h1H,
h2mb4p,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate,,,,,
h2o2,Hydrogen peroxide,HMDB03125,C00027,784,InChI=1S/H2O2/c1-2/h1-2H,
h2o,Water,HMDB02111,C00001,962,InChI=1S/H2O/h1H2,
h2s,Hydrogen sulfide,,,,,
h,proton,HMDB01362,C00282,1038,InChI=1S/p+1/i/hH,
hco3,Bicarbonate,HMDB00595,C00288,769,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-1",
hcys_L,L-homocysteine,HMDB00742,C05330,91552,"InChI=1S/C4H9NO2S/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)/t3-/m0/s1",
hdca,Hexadecanoate (n-C16:0),HMDB00220,C00249,985,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)/p-1",
hdcea,Hexadecenoate (n-C16:1),HMDB03229,C08362,445638,"InChI=1S/C16H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h7-8H,2-6,9-15H2,1H3,(H,17,18)/p-1/b8-7-",
hdcoa,Hexadecenoyl-CoA (n-C16:1CoA),HMDB06532,,,,
hdeACP,cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1),,,,,
hepdp,all-trans-Heptaprenyl diphosphate,,,,,
hethmpp,Hydroxy ethyl Thiamin diphosphate,,,,,
hexACP,Hexanoyl-ACP (n-C6:0ACP),,,,,
hexdp,all-trans-Hexaprenyl diphosphate,,,,,
hg2,Hg2+,,,,,
hhlipa,heptosyl-heptosyl-kdo2-lipidA,,,,,
his_L,L-histidine,HMDB00177,C00135,6274,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",
hisp,L-Histidinol phosphate,,,,,
histd,L-Histidinol,,,,,
histl_L,L-Histidinal,,,,,
hlipa,heptosyl-kdo2-lipidA,,,,,
hmbil,Hydroxymethylbilane,HMDB01137,C01024,788,,
hom_L,L-homoserine,HMDB00719,C00263,12647,"InChI=1S/C4H9NO3/c5-3(1-2-6)4(7)8/h3,6H,1-2,5H2,(H,7,8)/t3-/m0/s1",
hphhlipa,heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,,,,,
hxan,Hypoxanthine,HMDB00157,C00262,790,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",
iasp,Iminoaspartate,,,,,
ibcoa,isobutyryl-CoA(4-),HMDB01243,C00630,3036931,,
ichor,Isochorismate,,,,,
icit,Isocitrate,HMDB00193,C00311,1198,"InChI=1S/C6H8O7/c7-3(8)1-2(5(10)11)4(9)6(12)13/h2,4,9H,1H2,(H,7,8)(H,10,11)(H,12,13)/p-3",
icolipa,inner core oligosaccharide lipid A (E coli),,,,,
idp,IDP(3-),HMDB03335,C00104,6831,,
ihdcoa,"fa6coa,Iso-C16:0 CoA   Isohexadecanoyl-CoA",,,,,
ihpdcoa,"fa11coa, Iso-C17:0 CoA   Isoheptadecanoyl-CoA",,,,,
ile_L,L-isoleucine,HMDB00172,C00407,6306,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",
imacp,3-(Imidazol-4-yl)-2-oxopropyl phosphate,,,,,
imp,IMP,HMDB00175,C00130,8582,,
ind3ac,indole-3-acetate,HMDB00197,C00954,802,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)/p-1",
ind3acam,Indole-3-acetamide,,,,,
indole,Indole,,,,,
indpyr,Indolepyruvate,,,,,
ins,Inosine,HMDB00195,C00294,6021,,
ipdcoa,"fa3coa,Iso-C15:0 CoA   Isopentadecanoyl-CoA",,,,,
ipdp,Isopentenyl diphosphate,HMDB01347,C00129,1195,"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)/p-3",
itdcoa,"fa1coa,Iso-C14:0 CoA   Isotetradecanoyl-CoA",,,,,
itp,ITP(3-),HMDB00189,C00081,8583,,
ivcoa,Isovaleryl-CoA,HMDB01113,C02939,439855,,
k,potassium,HMDB00586,C00238,813,InChI=1S/K/q+1,
kdo2lipid4L,KDO(2)-lipid IV(A) with laurate,,,,,
kdo2lipid4,KDO(2)-lipid IV(A),,,,,
kdo8p,3-Deoxy-D-manno-octulosonate 8-phosphate,,,,,
kdo,3-Deoxy-D-manno-2-octulosonate,,,,,
kdolipid4,KDO-lipid IV(A),,,,,
kphphhlipa,kdo-phospho-heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA,,,,,
l2a6o,L-2-Amino-6-oxopimelate,,,,,
lac_D,(R)-lactate,HMDB01311,C00256,61503,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m1/s1",
lac_L,(S)-lactate,HMDB00190,C00186,107689,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m0/s1",
leu_L,L-leucine,HMDB00687,C00123,6106,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",
lgt_S,(R)-S-lactoylglutathionate(1-),HMDB01066,C03451,440018,,
lipa,KDO(2)-lipid (A),,,,,
lipidA,"2,3,23-Tetrakis(beta-hydroxymyristoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4-bisphosphate",,,,,
lipidAds,Lipid A Disaccharide,,,,,
lipidX,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",,,,,
lys_L,L-lysinium(1+),HMDB00182,C00047,5962,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1",
malACP,Malonyl-[acyl-carrier protein],,,,,
mal_L,(S)-malate(2-),HMDB00156,C00149,222656,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/p-2/t2-/m0/s1",
malcoa,Malonyl-CoA,HMDB01175,C00083,10663,,
man1p,D-Mannose 1-phosphate,HMDB06330,C00636,644175,,
man6p,D-Mannose 6-phosphate,HMDB01078,C00275,65127,,
met_D,D-Methionine,,,,,
met_L,L-methionine,HMDB00696,C00073,6137,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",
metala,L-methionyl-L-alanine,,,,"InChI=1S/C8H16N2O3S/c1-5(8(12)13)10-7(11)6(9)3-4-14-2/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t5-,6-/m0/s1",
methf,"5,10-Methenyltetrahydrofolate",HMDB01354,C00445,644350,,
metsox_R_L,L-methionine-R-sulfoxide,,,,,
metsox_S_L,L-Methionine Sulfoxide,,,,,
mg2,magnesium,,,,,
mlthf,"5,10-Methylenetetrahydrofolate",HMDB01533,C00143,439175,,
mn2,Mn2+,,,,,
mql8,Menaquinol 8,,,,,
mqn7,Menaquinone 7,,C00828,4086,,
mqn8,Menaquinone 8,,C00828,4086,,
myrsACP,Myristoyl-ACP (n-C14:0ACP),,,,,
n6all26d,"N6-Acetyl-LL-2,6-diaminoheptanedioate",,C04390,,,
na1,Sodium,HMDB00588,C01330,923,InChI=1S/Na/q+1,
nac,Nicotinate,HMDB01488,C00253,938,,
nad,Nicotinamide adenine dinucleotide,HMDB00902,C00003,5893,,
nadh,Nicotinamide adenine dinucleotide - reduced,HMDB01487,C00004,439153,,
nadp,Nicotinamide adenine dinucleotide phosphate,HMDB00217,C00006,5886,,
nadph,Nicotinamide adenine dinucleotide phosphate - reduced,HMDB00221,C00005,22833512,,
ncam,Nicotinamide,HMDB01406,C00153,936,,
ncptrc,N-Carbamoylputrescine,,C00436,,,
nh4,Ammonium,HMDB00051,C00014,223,InChI=1S/H3N/h1H3/p+1,
nicrns,Nicotinate D-ribonucleoside,HMDB06809,C05841,161234,"InChI=1S/C11H13NO6/c13-5-7-8(14)9(15)10(18-7)12-3-1-2-6(4-12)11(16)17/h1-4,7-10,13-15H,5H2/t7-,8-,9-,10-/m1/s1",
nicrnt,Nicotinate D-ribonucleotide,HMDB01132,C01185,53477721,,
nmn,NMN,HMDB00229,C00455,14180,,
no2,Nitrite,HMDB02786,C00088,24529,"InChI=1S/HNO2/c2-1-3/h(H,2,3)/p-1",
no3,Nitrate,,,,,
o2,O2,HMDB01377,C00007,977,InChI=1S/O2/c1-2,
o2s,superoxide,HMDB02168,C00704,5359597,InChI=1S/HO2/c1-2/h1H/p-1,
